Event	ID	Name			Wwise Object Path	Notes
	208310577	Play_Wormhole			\Default Work Unit\Play_Wormhole	
	301007570	Play_BoxThud			\Default Work Unit\Play_BoxThud	
	589943719	Resume_Audio			\Default Work Unit\Resume_Audio	
	631525614	Play_WormholeExplosion			\Default Work Unit\Play_WormholeExplosion	
	714949245	Play_AnnouncerOutstanding			\Default Work Unit\Play_AnnouncerOutstanding	
	740603203	Stop_VacuumLoop			\Default Work Unit\Stop_VacuumLoop	
	762239356	Play_BoxHit			\Default Work Unit\Play_BoxHit	
	843996146	Play_BoxBreak			\Default Work Unit\Play_BoxBreak	
	852948253	Play_NextStage			\Default Work Unit\Play_NextStage	
	989180208	Play_Swing			\Default Work Unit\Play_Swing	
	1424032314	Play_VacuumEnd			\Default Work Unit\Play_VacuumEnd	
	2165590428	Play_CollectStereo			\Default Work Unit\Play_CollectStereo	
	2423607242	Play_AnnouncerGreat			\Default Work Unit\Play_AnnouncerGreat	
	2614288908	Play_AnnouncerSuper			\Default Work Unit\Play_AnnouncerSuper	
	2971166468	Play_SmokeCloud			\Default Work Unit\Play_SmokeCloud	
	3372131670	Play_AnnouncerFinish			\Default Work Unit\Play_AnnouncerFinish	
	3391790366	Play_AnnouncerSensational			\Default Work Unit\Play_AnnouncerSensational	
	3537388541	Play_VacuumLoop			\Default Work Unit\Play_VacuumLoop	
	3785866374	Stop_Audio			\Default Work Unit\Stop_Audio	
	3854155799	Play_Footsteps			\Default Work Unit\Play_Footsteps	
	4030404899	Play_Explosion			\Default Work Unit\Play_Explosion	
	4062468796	Fade_Audio			\Default Work Unit\Fade_Audio	
	4122976862	Pause_Audio			\Default Work Unit\Pause_Audio	
	4163428053	Play_CollectMono			\Default Work Unit\Play_CollectMono	

Game Parameter	ID	Name			Wwise Object Path	Notes
	2333396925	Combo			\Default Work Unit\Combo	

Audio Bus	ID	Name			Wwise Object Path	Notes
	1751072860	Special FX			\Default Work Unit\Special FX	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2430078	Wood Thud 6	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\WoodThud\Wood Thud 6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\WoodThud\Wood Thud 6		213056
	79359579	Explosion3	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\Explosion\Explosion3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Explosion\Explosion3		705664
	89330362	Cement4	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\Character\Footsteps\Cement4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Cement4		102304
	99111655	Cement3	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\Character\Footsteps\Cement3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Cement3		118144
	144115303	Wood Thud 2	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\WoodThud\Wood Thud 2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\WoodThud\Wood Thud 2		354368
	157096378	VacuumEnd	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\BRS_Vacuum_Bissell_Rev_Short_1_AD8B7609.wem		\Actor-Mixer Hierarchy\Default Work Unit\Vacuum\VacuumEnd		1112308
	228988825	WoodHit2	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\WoodHit\WoodHit2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\WoodHit\WoodHit2		198720
	262164500	VacuumLoop	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\Vacuum\VacuumLoop_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Vacuum\VacuumLoop		10608704
	264469527	AnnouncerSensational	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\Announcer\AnnouncerSensational_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Announcer\AnnouncerSensational		231592
	271794642	Wood Thud 7	E:\GitKraken\Pompous Trash Jam\Pompous Trash Jam Project\Pompous Trash Jam Unity\Pompous Trash Jam Unity_WwiseProject\.cache\Mac\SFX\WoodThud\Wood Thud 7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\WoodThud\Wood Thud 7		206912
